Geography,Time Period,Time Period End Date,Product Universe,Product Level,Department,Category,Subcategory,Brand,UPC,Description,Dollars,"Dollars, Yago",Units,"Units, Yago",Avg % ACV,"Avg % ACV, Yago",Max % ACV,"Max % ACV, Yago",TDP,"TDP, Yago","Dollars, Promo","Dollars, Promo, Yago","Dollars, Non-Promo","Dollars, Non-Promo, Yago","Units, Promo","Units, Promo, Yago","Units, Non-Promo","Units, Non-Promo, Yago",Base Dollars,"Base Dollars, Yago",Base Units,"Base Units, Yago",Incr Dollars,"Incr Dollars, Yago",Incr Units,"Incr Units, Yago","Dollars, Display Only","Dollars, Display Only, Yago","Dollars, Feature Only","Dollars, Feature Only, Yago","Dollars, Feature & Display","Dollars, Feature & Display, Yago","Dollars, TPR","Dollars, TPR, Yago","Units, Display Only","Units, Display Only, Yago","Units, Feature Only","Units, Feature Only, Yago","Units, Feature & Display","Units, Feature & Display, Yago","Units, TPR","Units, TPR, Yago",promoted_price,promoted_price_yago,discount_percentage,discount_percentage_yago,"Avg % ACV, Any Display","Avg % ACV, Any Display, Yago","Avg % ACV, Any Feature","Avg % ACV, Any Feature, Yago","Avg % ACV, Display Only","Avg % ACV, Display Only, Yago","Avg % ACV, Feature Only","Avg % ACV, Feature Only, Yago","Avg % ACV, Feature & Display","Avg % ACV, Feature & Display, Yago","Avg % ACV, TPR","Avg % ACV, TPR, Yago","Max % ACV, Any Display","Max % ACV, Any Display, Yago","Max % ACV, Any Feature","Max % ACV, Any Feature, Yago","Max % ACV, Display Only","Max % ACV, Display Only, Yago","Max % ACV, Feature Only","Max % ACV, Feature Only, Yago","Max % ACV, Feature & Display","Max % ACV, Feature & Display, Yago","Max % ACV, TPR","Max % ACV, TPR, Yago","TDP, Any Display","TDP, Any Display, Yago","TDP, Any Feature","TDP, Any Feature, Yago","TDP, Display Only","TDP, Display Only, Yago","TDP, Feature & Display","TDP, Feature & Display, Yago","TDP, Feature Only","TDP, Feature Only, Yago","TDP, TPR","TDP, TPR, Yago",list_price,list_price_yago,Velocity Dollars,Velocity Units,"Velocity Dollars, Yago","Velocity Units, Yago"
TOTAL US - FOOD,WEEK,08/07/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4204759.21,4097155.88,2514762.21,2384624.28,95.61,95.77,95.61,95.77,758.21,731.61,1915090.08,1699203.22,2289669.13,2397952.66,1344931.19,1166661.8,1169831.02,1217962.48,3518025.25,3350994.39,1826362.66,1710285.65,686733.96,746161.48999999976,688399.55,674338.62999999989,254212.6,131774.39,502208.43,678679.16,69949.71,118254.28,1088719.34,770495.39,165937.83,77596.09,423912.06,559921.44,53859.35,105847.2,701221.95,423297.07,1.42393164367019,1.45646597840094,0.148381795892428,0.15230851917481,15.41,10.9,17.37,18.87,12.99,7.35,16.72,18.6,3.5,4.73,52.83,51.85,15.41,10.9,17.37,18.87,12.99,7.35,16.72,18.6,3.5,4.73,52.83,51.85,39.63,27.46,75.99,100.07,29.7,15.07,9.93,12.38,66.06,87.69,183.16,131.07,1.67203053763083,1.71815573395068,4397823.669072273,2630229.2751804204,4278120.371723922,2489949.128119453
TOTAL US - FOOD,WEEK,08/13/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4050734.23,3966567.56,2136441.76,2170341.78,95.73,95.77,95.73,95.77,882.21,758.52,1643063.24,1528970.68,2407670.99,2437596.88,973184.9,952445.93,1163256.86,1217895.85,3646461.63,3557913.1,1788292.64,1813352.1,404272.60000000009,408654.45999999996,348149.11999999988,356989.6799999997,145229.05,196672.37,399228.96,194027.35,47075.51,55997.73,1051529.72,1082273.23,86268.67,120823.63,244673.75,131836.08,29140.05,44732.18,613102.43,655054.04,1.68833614249461,1.60530968933848,0.10953628776016,0.121640905919645,8.96,11.75,14.74,11.58,7.88,10.55,14.27,11.54,1.69,1.36,60.81,56.87,8.96,11.75,14.74,11.58,7.88,10.55,14.27,11.54,1.69,1.36,60.81,56.87,22.24,30.75,82.32,40.27,17.76,25.79,4.48,4.96,77.84,35.31,201.01,218.35,1.89601902838671,1.8276234630658,4231415.679515303,2231736.926773216,4141764.1850266266,2266202.1301033725
TOTAL US - FOOD,WEEK,08/14/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3966567.56,3747593.06,2170341.78,2032238.18,95.77,95.43,95.77,95.43,758.52,728.13,1528970.68,1203224.86,2437596.88,2544368.2,952445.93,736739.39,1217895.85,1295498.79,3557913.1,3333921.38,1813352.1,1707467.72,408654.45999999996,413671.68000000017,356989.6799999997,324770.45999999996,196672.37,131468.67,194027.35,425791.83,55997.73,86135.68,1082273.23,559828.68,120823.63,74900.94,131836.08,280574.72,44732.18,58537.35,655054.04,322726.38,1.60530968933848,1.63317568781004,0.121640905919645,0.114364357528369,11.75,11.58,11.58,17.83,10.55,9.56,11.54,17.1,1.36,2.82,56.87,41.46,11.75,11.58,11.58,17.83,10.55,9.56,11.54,17.1,1.36,2.82,56.87,41.46,30.75,29.23,40.27,53.33,25.79,23.16,4.96,6.07,35.31,47.26,218.35,118.2,1.8276234630658,1.8440717711543,4141764.1850266266,2266202.1301033725,3927059.6877292255,2129559.0275594676
TOTAL US - FOOD,WEEK,08/20/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3903620.01,3528119.55,2106517.45,1896939.7,95.92,95.75,95.92,95.75,882.27,754.24,1492868.88,1234523,2410751.13,2293596.55,978721.91,755819.8,1127795.54,1141119.9,3554873.73,3251445.53,1740859.84,1654326.28,348746.2799999998,276674.02,365657.6100000001,242613.41999999993,99064.03,145723.63,527846.76,415321.08,111791.78,82216.96,754166.31,591261.33,61267.9,85791.37,371318.83,286540.24,82993.36,54869.66,463141.82,328618.53,1.52532488007753,1.63335625766883,0.176886205990508,0.121804608515768,8.67,12.07,17.8,15.25,6.33,9.94,16.53,14.36,4.33,2.75,47.4,47.19,8.67,12.07,17.8,15.25,6.33,9.94,16.53,14.36,4.33,2.75,47.4,47.19,22.36,28.45,81.23,55.93,11.68,21.35,10.68,7.1,70.55,48.82,132.93,148.75,1.85311543941874,1.85990073906935,4069662.2289407835,2196119.109674729,3684720.156657963,1981138.0678851174
TOTAL US - FOOD,WEEK,08/21/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3528119.55,3543115.55,1896939.7,1977809.54,95.75,95.36,95.75,95.36,754.24,726.58,1234523,1133119.55,2293596.55,2409996,755819.8,783722.96,1141119.9,1194086.58,3251445.53,3157243.55,1654326.28,1614118.92,276674.02,385872,242613.41999999993,363690.62000000011,145723.63,135795.36,415321.08,411343.27,82216.96,170589.99,591261.33,415390.93,85791.37,88799.06,286540.24,317959.39,54869.66,137444.35,328618.53,239520.16,1.63335625766883,1.44581645279347,0.121804608515768,0.192927937835985,12.07,12.31,15.25,15.83,9.94,8.94,14.36,13.82,2.75,5.95,47.19,32.86,12.07,12.31,15.25,15.83,9.94,8.94,14.36,13.82,2.75,5.95,47.19,32.86,28.45,35.63,55.93,59.16,21.35,21.59,7.1,14.03,48.82,45.12,148.75,85.03,1.85990073906935,1.79143414891203,3684720.156657963,1981138.0678851174,3715515.467701342,2074045.2390939598
TOTAL US - FOOD,WEEK,08/27/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3938846,3429888.64,2170553.77,1876543.43,95.64,95.65,95.64,95.65,876.59,754.53,1945362.88,1117764.49,1993483.12,2312124.15,1182275.02,692061.81,988278.75,1184481.62,3446570.62,3137176.35,1706955.24,1587755.69,492275.37999999989,292712.29000000004,463598.53,288787.74,95961.05,144055.58,1085458.56,323587.42,229737.6,75643.26,534205.67,574478.23,62658.71,82275.72,652693.43,195328.51,160127.4,59891.08,306795.48,354566.5,1.64544022929623,1.6151223400118,9.32581540358299e-002,0.116342384866651,17.41,11.63,41.09,19.22,7.88,9.65,40.06,18.86,12.32,2.65,45.89,42.37,17.41,11.63,41.09,19.22,7.88,9.65,40.06,18.86,12.32,2.65,45.89,42.37,41.84,31.88,230.1,71.33,15.38,23.24,26.46,8.65,203.64,62.68,122.41,138.03,1.81467331260815,1.82776938980837,4118408.6156419907,2269504.150982852,3585874.1662310506,1961885.4469419757
TOTAL US - FOOD,WEEK,08/28/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3429888.64,3329557.99,1876543.43,1806212.84,95.65,95.41,95.65,95.41,754.53,728.16,1117764.49,908258.08,2312124.15,2421299.91,692061.81,521699.93,1184481.62,1284512.91,3137176.35,3077311.56,1587755.69,1581975.43,292712.29000000004,252246.43000000017,288787.74,224237.41000000015,144055.58,117406.02,323587.42,169808.21,75643.26,23059.03,574478.23,597984.82,82275.72,73108.48,195328.51,98357.05,59891.08,15430.26,354566.5,334804.14,1.6151223400118,1.74095879215472,0.116342384866651,5.55676958487997e-002,11.63,8.71,19.22,8.4,9.65,7.67,18.86,7.84,2.65,1.49,42.37,39.99,11.63,8.71,19.22,8.4,9.65,7.67,18.86,7.84,2.65,1.49,42.37,39.99,31.88,26.24,71.33,34.33,23.24,22.05,8.65,4.19,62.68,30.14,138.03,128.27,1.82776938980837,1.8433918286175,3585874.1662310506,1961885.4469419757,3489736.9143695636,1893106.4249030503
TOTAL US - FOOD,WEEK,09/03/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4167584.71,3728046.42,2385537.86,2123419.68,95.88,96.02,95.88,96.02,880.22,759.13,2326078.3,1592224.35,1841506.41,2135822.07,1517538.78,1065366.17,867999.08,1058053.51,3459110.55,3209790.26,1710025.99,1637650.59,708474.16000000015,518256.16000000015,675511.86999999988,485769.09000000008,133290.56,178734.88,988298.17,721180.68,277955.45,220851.04,926534.12,471457.75,80042.04,109657.47,699245.18,500744.57,222937.84,184649.06,515313.72,270315.07,1.53279661162926,1.49453248548337,0.12262266920513,0.148744587768651,16.57,15.13,40.75,29.82,10.32,11.71,39.05,29.01,9.06,6.24,59.26,38.61,16.57,15.13,40.75,29.82,10.32,11.71,39.05,29.01,9.06,6.24,59.26,38.61,42.76,44.26,178.14,125.48,20.24,24.05,22.51,20.21,155.63,105.27,184.65,120.93,1.74702098838205,1.75568045031965,4346667.407175636,2488045.327492699,3882572.8181628827,2211434.784419913
TOTAL US - FOOD,WEEK,09/04/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3728046.42,3724042.45,2123419.68,2024370.21,96.02,95.46,96.02,95.46,759.13,733.54,1592224.35,1364494.14,2135822.07,2359548.31,1065366.17,883745.51,1058053.51,1140624.7,3209790.26,3256128.59,1637650.59,1649465.55,518256.16000000015,467913.86000000034,485769.09000000008,374904.65999999992,178734.88,74861.91,721180.68,618844.27,220851.04,138669.94,471457.75,532118.02,109657.47,40436.88,500744.57,440547.74,184649.06,109418.5,270315.07,293342.39,1.49453248548337,1.54398989817781,0.148744587768651,0.160695078969334,15.13,9.3,29.82,22.41,11.71,5.78,29.01,21.15,6.24,5.45,38.61,31.62,15.13,9.3,29.82,22.41,11.71,5.78,29.01,21.15,6.24,5.45,38.61,31.62,44.26,26.3,125.48,86.71,24.05,12.91,20.21,13.39,105.27,73.31,120.93,90.02,1.75568045031965,1.83960543956039,3882572.8181628827,2211434.784419913,3901154.8816258125,2120647.6115650535
TOTAL US - FOOD,WEEK,09/10/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,4006719.61,3629098.11,2140947.88,1909048.49,95.49,95.77,95.49,95.77,877.99,760.19,1606157.92,909066.56,2400561.69,2720031.55,956076.81,525153.79,1184871.07,1383894.7,3573075.97,3367834.87,1768930.62,1700174.31,433643.63999999966,261263.23999999976,372017.25999999978,208874.17999999993,201397.56,183155.9,173416.02,299006.66,9529.74,18899.39,1221814.6,408004.61,134679.74,110598.88,88017.64,152326.78,3909.72,10026.66,729469.71,252201.47,1.67994653065584,1.73104827064087,0.102338492979555,8.94004551494286e-002,8.94,9.29,15.12,17.44,8.36,8.24,14.83,17.41,0.79,1.12,57.62,29.73,8.94,9.29,15.12,17.44,8.36,8.24,14.83,17.41,0.79,1.12,57.62,29.73,24.86,22.07,48.76,50.86,23.58,20.02,1.28,2.05,47.48,48.8,235.71,104.05,1.8714699444248,1.90099839213618,4195957.283485182,2242065.012043146,3789389.2763913544,1993367.9544742613
TOTAL US - FOOD,WEEK,09/11/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3629098.11,3580157.41,1909048.49,1822957.91,95.77,95.42,95.77,95.42,760.19,731.47,909066.56,781298.62,2720031.55,2798858.79,525153.79,437121.95,1383894.7,1385835.96,3367834.87,3295554.25,1700174.31,1616477.17,261263.23999999976,284603.16000000015,208874.17999999993,206480.74,183155.9,125999.22,299006.66,140636.25,18899.39,22655.01,408004.61,492008.14,110598.88,79464.03,152326.78,64206.06,10026.66,9133.47,252201.47,284318.39,1.73104827064087,1.78736990901509,8.94004551494286e-002,8.99003198479355e-002,9.29,6.63,17.44,11.06,8.24,6.2,17.41,10.8,1.12,0.66,29.73,27.2,9.29,6.63,17.44,11.06,8.24,6.2,17.41,10.8,1.12,0.66,29.73,27.2,22.07,16.92,50.86,25.74,20.02,15.49,2.05,1.43,48.8,24.31,104.05,97.19,1.90099839213618,1.96392763121997,3789389.2763913544,1993367.9544742613,3751998.96248166,1910456.832949067
TOTAL US - FOOD,WEEK,09/17/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3773692.32,3670032.74,1894547.4,1953759.21,95.85,95.47,95.85,95.47,868.99,754.08,1114189.18,1407875.36,2659503.14,2262157.38,633983.54,889909.99,1260563.86,1063849.22,3494700.7,3151450.74,1684283.2,1566111.57,278991.61999999965,518582,210264.19999999995,387647.6399999999,132097.7,125670.49,333034.87,724219.15,16672.59,126465.42,632384.02,431520.3,82736.3,65421.01,192084.31,488490.51,10273.77,94678.41,348889.16,241320.06,1.75744180992459,1.58204242656047,0.117692559619188,0.15779226495313,7.56,10.53,11.05,18.62,6.96,7.56,10.87,18.04,0.74,3.68,40.96,39.87,7.56,10.53,11.05,18.62,6.96,7.56,10.87,18.04,0.74,3.68,40.96,39.87,20.01,27.51,63.3,108.76,18.17,16.06,1.83,11.45,61.47,97.31,130.15,98.74,1.99187010047888,1.87844680204988,3937081.1893583727,1976575.2738654148,3844173.813763486,2046464.0305855242
TOTAL US - FOOD,WEEK,09/18/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3670032.74,3386497.59,1953759.21,1771321.61,95.47,95.17,95.47,95.17,754.08,728.09,1407875.36,1023192.46,2262157.38,2363305.13,889909.99,660651.92,1063849.22,1110669.69,3151450.74,2981648.82,1566111.57,1439198.99,518582,404848.77,387647.6399999999,332122.62000000011,125670.49,60195.33,724219.15,537169.75,126465.42,120959.05,431520.3,304868.33,65421.01,32226.6,488490.51,380511.02,94678.41,89332.44,241320.06,158581.86,1.58204242656047,1.54876180485482,0.15779226495313,0.189913714457437,10.53,8.28,18.62,19.41,7.56,5.01,18.04,18.73,3.68,4.5,39.87,24.29,10.53,8.28,18.62,19.41,7.56,5.01,18.04,18.73,3.68,4.5,39.87,24.29,27.51,24.74,108.76,88.01,16.06,8.93,11.45,15.81,97.31,72.2,98.74,48.19,1.87844680204988,1.91184795063839,3844173.813763486,2046464.0305855242,3558366.7016917095,1861218.4617001158
TOTAL US - FOOD,WEEK,09/24/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3611141.99,3313410.89,1848386.44,1674601.8,95.9,95.46,95.9,95.46,872.01,745.79,1290533.29,683155.13,2320608.7,2630255.76,782993.2,368474.31,1065393.24,1306127.49,3323329.06,3094469.71,1598097.61,1524017.32,287812.93000000017,218941.18000000017,250288.82999999984,150584.47999999998,106661.99,158512.97,352253.73,110736.89,64912.61,17911.8,766704.96,395993.47,63079.47,92208.45,242669.78,53556.89,48073.95,10144.43,429170,212564.54,1.64820497802535,1.85401020223092,0.156355596052716,6.29810413056654e-002,8.59,9.13,16.14,10.02,6.74,8.43,15.99,9.37,2.99,0.92,46.51,35.87,8.59,9.13,16.14,10.02,6.74,8.43,15.99,9.37,2.99,0.92,46.51,35.87,20.7,22.13,69.35,28.61,13.65,19.28,7.05,2.85,62.3,25.76,161.59,87.98,1.9536726259472,1.97862613667321,3765528.6652763295,1927410.2606882167,3470994.0184370424,1754244.500314268
TOTAL US - FOOD,WEEK,09/25/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3313410.89,3100053.65,1674601.8,1507735.56,95.46,95.66,95.46,95.66,745.79,724.49,683155.13,519342.36,2630255.76,2580711.29,368474.31,286447.3,1306127.49,1221288.26,3094469.71,2938210.11,1524017.32,1395609.49,218941.18000000017,161843.54000000004,150584.47999999998,112126.07000000007,158512.97,61553.63,110736.89,138572.48,17911.8,35404.64,395993.47,283811.61,92208.45,31857.03,53556.89,82820.75,10144.43,23052.26,212564.54,148717.26,1.85401020223092,1.81304679778794,6.29810413056654e-002,0.118210380336805,9.13,4.9,10.02,11.45,8.43,3.7,9.37,10.33,0.92,1.92,35.87,21.79,9.13,4.9,10.02,11.45,8.43,3.7,9.37,10.33,0.92,1.92,35.87,21.79,22.13,11.79,28.61,21.24,19.28,8.39,2.85,3.4,25.76,17.84,87.98,61.92,1.97862613667321,2.0560990482973,3470994.0184370424,1754244.500314268,3240700.0313610705,1576140.0376332847
TOTAL US - FOOD,WEEK,10/01/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3558371.65,3295264.77,1765988.4,1660524.19,95.43,95.19,95.43,95.19,868.64,740.26,1032396.38,871665.38,2525975.27,2423599.39,570494.39,533936.79,1195494.01,1126587.4,3282579.19,3025503.27,1575844.56,1473788.53,275792.45999999996,269761.5,190143.83999999985,186735.65999999992,124283.54,68279.92,217896.95,419842.42,15124.72,62204.33,675091.17,321338.71,74859.45,36814.13,120301.6,275914.31,7585.91,46314.38,367747.43,174893.97,1.80965211594806,1.6325254156021,0.101885649072172,0.177350491506306,7.47,6.33,8.63,9.53,6.08,4.9,8.5,9.52,1.53,1.7,45.84,31.27,7.47,6.33,8.63,9.53,6.08,4.9,8.5,9.52,1.53,1.7,45.84,31.27,17.7,15.02,60.14,76.36,15.14,9.63,2.56,5.39,57.57,70.97,149.36,65.42,2.01494621935229,1.98447260801422,3728776.7473540814,1850558.9437283871,3461776.2054837695,1744431.3373253492
TOTAL US - FOOD,WEEK,10/02/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3295264.77,3295006.71,1660524.19,1624557.62,95.19,95.36,95.19,95.36,740.26,724.72,871665.38,886483.79,2423599.39,2408522.92,533936.79,516469.72,1126587.4,1108087.9,3025503.27,2968058.72,1473788.53,1396183.98,269761.5,326947.98999999976,186735.65999999992,228373.64000000013,68279.92,87637.71,419842.42,266857.2,62204.33,89616.29,321338.71,442372.59,36814.13,44096.77,275914.31,182880.03,46314.38,65122.95,174893.97,224369.97,1.6325254156021,1.7164293581432,0.177350491506306,0.153738174644491,6.33,6.72,9.53,8.69,4.9,4.75,9.52,8.56,1.7,1.97,31.27,25.44,6.33,6.72,9.53,8.69,4.9,4.75,9.52,8.56,1.7,1.97,31.27,25.44,15.02,15.73,76.36,33.25,9.63,9.67,5.39,6.06,70.97,27.19,65.42,63.34,1.98447260801422,2.02824859483901,3461776.2054837695,1744431.3373253492,3455334.2177013424,1703604.8867449665
TOTAL US - FOOD,WEEK,10/08/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3814116.89,3462805.82,1945376.7,1767852.04,95.82,95.39,95.82,95.39,870.39,743.03,1043006.75,911780.85,2771110.14,2551024.97,603885,538806.15,1341491.7,1229045.89,3526316.73,3129138.33,1705583.52,1517401.88,287800.16000000015,333667.48999999976,239793.17999999993,250450.16000000015,126073.5,80582.12,273367.35,280192.72,5389.86,56450.62,638176.04,494555.39,79830.38,50797.07,166391.64,163890.17,2741.62,40440.96,354921.36,283677.95,1.72716121446964,1.69222428140436,0.119067590041021,0.136075684423381,5.47,6.2,13.81,10.34,4.87,5.37,13.81,10.02,0.67,1.69,43.86,34.66,5.47,6.2,13.81,10.34,4.87,5.37,13.81,10.02,0.67,1.69,43.86,34.66,13.08,14.25,63.56,53.61,11.83,9.78,1.25,4.47,62.31,49.15,130.49,121.1,1.96060582508262,1.95876450158125,3980501.868085995,2030240.7639323734,3630156.012160604,1853288.6466086593
TOTAL US - FOOD,WEEK,10/09/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3462805.82,3231691.69,1767852.04,1543200.44,95.39,95.58,95.39,95.58,743.03,722.58,911780.85,457502.94,2551024.97,2774188.75,538806.15,249535.94,1229045.89,1293664.5,3129138.33,3087651.34,1517401.88,1447904.04,333667.48999999976,144040.35000000009,250450.16000000015,95296.3999999999,80582.12,119152.1,280192.72,52205.62,56450.62,7517.12,494555.39,278628.1,50797.07,71426.1,163890.17,25405.74,40440.96,2840.86,283677.95,149863.24,1.69222428140436,1.83341501829356,0.136075684423381,0.124505944769371,6.2,4.64,10.34,2.89,5.37,4.27,10.02,2.78,1.69,0.4,34.66,17.49,6.2,4.64,10.34,2.89,5.37,4.27,10.02,2.78,1.69,0.4,34.66,17.49,14.25,10.99,53.61,7.52,9.78,10.35,4.47,0.64,49.15,6.88,121.1,42.6,1.95876450158125,2.09414902058996,3630156.012160604,1853288.6466086593,3381137.9891190627,1614564.1766059846
TOTAL US - FOOD,WEEK,10/15/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3938909.76,3424126.29,2086936.92,1772441.29,95.81,95.42,95.81,95.42,867.92,736.88,1382087.27,1389243.45,2556822.49,2034882.84,824309.34,829178.84,1262627.58,943262.45,3450959.88,2986210.53,1693840.47,1444149.65,487949.87999999989,437915.76000000024,393096.44999999995,328291.64000000013,94761.02,65418.15,475986.98,816723.42,47811.5,109363.36,763527.77,397738.52,58138.5,34600.93,278079.33,516212,29126.12,74242.82,458965.39,204123.09,1.67666093653628,1.6754448895488,0.111661392623696,0.132734178050489,6.15,11.93,13.07,33.56,4.45,6.33,12.96,32.78,2.27,6.8,52.9,51.41,6.15,11.93,13.07,33.56,4.45,6.33,12.96,32.78,2.27,6.8,52.9,51.41,14.07,23.02,95.79,134.62,8.35,10.71,5.72,12.3,90.07,122.32,146.05,100.01,1.88741198751709,1.93187007621561,4111167.6860452974,2178203.6530633545,3588478.6103542233,1857515.4998952001
